standard_concept_id,source_code,concept_name,concept_type,domain_id,vocabulary_id
1398400,63629126201,exemestane 25 MG Oral Tablet [Aromasin],chemo,Drug,NDC
19077215,186157131,Etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
40164972,49884090761,megestrol acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
19125664,59572021513,thalidomide 150 MG Oral Capsule [Thalomid],chemo,Drug,NDC
1305125,469215010,Methotrexate 2.5 MG/ML Injectable Solution,chemo,Drug,NDC
35604257,10518010310,Irinotecan hydrochloride 2.8 MG/ML Injectable Solution,chemo,Drug,NDC
1301292,42023014901,melphalan 50 MG Injection,chemo,Drug,NDC
19077215,74148502,Etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
1436651,57844052252,6-Mercaptopurine 50 MG Oral Tablet [Purinethol],chemo,Drug,NDC
19125745,85142502,temozolomide 140 MG Oral Capsule [Temodar],chemo,Drug,NDC
1314867,781925394,azacitidine 100 MG Injection,chemo,Drug,NDC
2751093,0HBU7ZZ,"Excision of Left Breast, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
46257457,77387,"Guidance for localization of target volume for delivery of radiation treatment, includes intrafraction tracking, when performed",radiation,Procedure,CPT4
2108466,38505,"Biopsy or excision of lymph node(s); by needle, superficial (eg, cervical, inguinal, axillary)",surgery,Procedure,CPT4
19102501,60505290009,imatinib 100 MG Oral Tablet,chemo,Drug,NDC
40243759,469883030,Doxorubicin 2 MG/ML Injectable Solution,chemo,Drug,NDC
19007332,405464301,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
35605879,63323015105,Epirubicin Hydrochloride 2 MG/ML Injectable Solution,chemo,Drug,NDC
46275601,61703040825,40 ML methotrexate 25 MG/ML Injection,chemo,Drug,NDC
46275601,205465490,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
1350506,378326694,etoposide 50 MG Oral Capsule,chemo,Drug,NDC
45890642,G6010,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks: 20 mev or greater",radiation,Procedure,HCPCS
19035209,15347527,Paclitaxel 6 MG/ML Injectable Solution [Taxol],chemo,Drug,NDC
19018903,54868500500,Cyclophosphamide 50 MG Oral Tablet,chemo,Drug,NDC
35605201,173065644,vinorelbine 10 MG/ML Injectable Solution [Navelbine],chemo,Drug,NDC
1242968,G0362,EACH ADD SEQUENTIAL INFUSION (Deprecated),chemo,Procedure,HCPCS
1377163,54569037801,hydroxyurea 500 MG Oral Capsule [Hydrea],chemo,Drug,NDC
19079716,16729004954,temozolomide 20 MG Oral Capsule,chemo,Drug,NDC
2211836,77290,Therapeutic radiology simulation-aided field setting; complex,radiation,Procedure,CPT4
46275601,61703040832,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
19008265,51309020220,Vinblastine 1 MG/ML Injectable Solution,chemo,Drug,NDC
1378385,63323076352,paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
4262130,58285,"Vaginal hysterectomy, radical (Schauta type operation)",surgery,Procedure,CPT4
35604254,10019093417,Irinotecan hydrochloride 20 MG/ML Injectable Solution,chemo,Drug,NDC
19057780,469103025,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
40224805,59762453701,1 ML medroxyprogesterone acetate 150 MG/ML Injection,chemo,Drug,NDC
40224789,349230925,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1522990,10130016401,Octreotide 0.2 MG/ML Injectable Solution,chemo,Drug,NDC
42708083,69014501,axitinib 1 MG Oral Tablet [Inlyta],chemo,Drug,NDC
35603929,703398601,20 ML oxaliplatin 5 MG/ML Injection,chemo,Drug,NDC
19008265,51432041910,Vinblastine 1 MG/ML Injectable Solution,chemo,Drug,NDC
35605113,63323012550,gemcitabine 38 MG/ML Injectable Solution,chemo,Drug,NDC
2746751,0DB50ZZ,"Excision of Esophagus, Open Approach",surgery,Procedure,ICD10PCS
1305125,205455426,Methotrexate 2.5 MG/ML Injectable Solution,chemo,Drug,NDC
35603928,24059704,oxaliplatin 5 MG/ML Injectable Solution [Eloxatin],chemo,Drug,NDC
19022830,378207193,letrozole 2.5 MG Oral Tablet,chemo,Drug,NDC
35604254,25021023002,2 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
19057780,51309021910,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
19049335,63739016403,potassium chloride 20meq/15mL ORAL SOLUTION,chemo,Drug,NDC
19049335,63739016402,potassium chloride 20meq/15mL ORAL SOLUTION,chemo,Drug,NDC
19049335,63739016401,potassium chloride 20meq/15mL ORAL SOLUTION,chemo,Drug,NDC
1593011,469163000,Vincristine Sulfate 1 MG/ML Injectable Solution,chemo,Drug,NDC
19007332,42291059401,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
19077463,66116045330,fluoxetine 20 MG Oral Capsule,chemo,Drug,NDC
40173224,15356241,Mesna 100 MG/ML Injectable Solution [Mesnex],chemo,Drug,NDC
2108486,38747,"Abdominal lymphadenectomy, regional, including celiac, gastric, portal, peripancreatic, with or without para-aortic and vena caval nodes (List separately in addition to code for primary procedure)",surgery,Procedure,CPT4
2747473,0D1N0Z4,"Bypass Sigmoid Colon to Cutaneous, Open Approach",surgery,Procedure,ICD10PCS
2314236,96423,"Chemotherapy administration, intra-arterial; infusion technique, each additional hour (List separately in addition to code for primary procedure)",chemo,Procedure,CPT4
1242968,G0359,CHEMOTHERAPY IV ONE HR INITI (Deprecated),chemo,Procedure,HCPCS
1436651,57844052206,mercaptopurine 50 MG Oral Tablet [Purinethol],chemo,Drug,NDC
2211873,77421,Stereoscopic X-ray guidance for localization of target volume for the delivery of radiation therapy (Deprecated),radiation,Procedure,CPT4
19102502,60687020395,imatinib 400 MG Oral Tablet,chemo,Drug,NDC
35606025,J9098,"Injection, cytarabine liposome, 10 mg",chemo,Drug,HCPCS
35606428,J9261,"Injection, nelarabine, 50 mg",chemo,Drug,HCPCS
1341176,43975025205,temozolomide 5 MG Oral Capsule,chemo,Drug,NDC
2722206,56308,"Laparoscopy, surgical; with vaginal hysterectomy with or without removal of tube(s), with or without removal of ovary(s) (laparoscopic assisted vaginal hysterectomy). (Deprecated)",surgery,Procedure,CPT4
2211882,77520,"Proton treatment delivery; simple, without compensation",radiation,Procedure,CPT4
19023529,42291019060,capecitabine 150 MG Oral Tablet,chemo,Drug,NDC
40224806,55045350501,medroxyprogesterone acetate 150 MG/ML Injectable Suspension [Depo-Provera],chemo,Drug,NDC
1380130,85113301,interferon alfa-2b 10000000 UNT/ML Injectable Solution [Intron A],chemo,Drug,NDC
40224805,59762453702,1 ML medroxyprogesterone acetate 150 MG/ML Injection,chemo,Drug,NDC
35603555,68152010900,melphalan 50 MG Injection [Evomela],chemo,Drug,NDC
40243759,69303420,doxorubicin hydrochloride 2 MG/ML Injectable Solution,chemo,Drug,NDC
2748955,0D158JB,"Bypass Esophagus to Ileum with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
19079137,25021045101,1 ML octreotide 0.05 MG/ML Injection,chemo,Drug,NDC
1522990,25021045405,octreotide 0.2 MG/ML Injectable Solution,chemo,Drug,NDC
40224806,54569370100,medroxyprogesterone acetate 150 MG/ML Injectable Suspension [Depo-Provera],chemo,Drug,NDC
35604254,781306672,2 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
2211894,77763,Intracavitary radiation source application; complex,radiation,Procedure,CPT4
40224789,66336062230,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
4001541,58700,"Salpingectomy, complete or partial, unilateral or bilateral (separate procedure)",surgery,Procedure,CPT4
35604236,15191113,ixabepilone 45 MG Injection [IXEMPRA],chemo,Drug,NDC
46276412,6302901,pembrolizumab 50 MG Injection [Keytruda],chemo,Drug,NDC
46275989,50242006101,16 ML bevacizumab 25 MG/ML Injection [Avastin],chemo,Drug,NDC
1388800,58406062467,Leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
40238181,85128702,peginterferon alfa-2b 0.3 MG Injection [Sylatron],chemo,Drug,NDC
19007332,51079067005,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
1388799,51079058205,leucovorin 25 MG Oral Tablet,chemo,Drug,NDC
35606514,10019094450,cyclophosphamide 1000 MG Injection,chemo,Drug,NDC
40224789,555077904,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1350506,J8560,"Etoposide; oral, 50 mg",chemo,Drug,HCPCS
40224814,54868101001,medroxyprogesterone acetate 2.5 MG Oral Tablet [Provera],chemo,Drug,NDC
1388799,839746408,Leucovorin 25 MG Oral Tablet,chemo,Drug,NDC
19082374,47335089280,temozolomide 100 MG Oral Capsule,chemo,Drug,NDC
1314867,63323077139,azacitidine 100 MG Injection,chemo,Drug,NDC
1377163,54868477300,hydroxyurea 500 MG Oral Capsule,chemo,Drug,NDC
42900306,78062861,everolimus 5 MG Tablet for Oral Suspension [Afinitor],chemo,Drug,NDC
40224789,904269040,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19057780,13710678,Cytarabine 20 MG/ML Injectable Solution [Tarabine PFS],chemo,Drug,NDC
40221334,C1084,"Denileukin diftitox, 300 meg, Ontak IV (Deprecated)",chemo,Drug,HCPCS
40224723,42367012129,docetaxel 20 MG/ML Injectable Solution,chemo,Drug,NDC
36249856,48818000102,2 ML pralatrexate 20 MG/ML Injection [Folotyn],chemo,Drug,NDC
2314242,96520,Refilling and maintenance of portable pump (Deprecated),chemo,Procedure,CPT4
42629348,63323088330,25 ML doxorubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
45776925,59137052004,0.3 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
40235233,67457024601,1 ML octreotide 0.5 MG/ML Prefilled Syringe,chemo,Drug,NDC
46275603,63323012110,10 ML methotrexate 25 MG/ML Injection,chemo,Drug,NDC
19102501,54868528900,imatinib 100 MG Oral Tablet [Gleevec],chemo,Drug,NDC
35605877,66758004201,25 ML epirubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
19079716,47335089180,temozolomide 20 MG Oral Capsule,chemo,Drug,NDC
1377163,677168001,hydroxyurea 500 MG Oral Capsule,chemo,Drug,NDC
1378385,51079096201,Paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
4244369,Q0084,"Chemotherapy administration by infusion technique only, per visit",chemo,Procedure,HCPCS
19018903,54813025,Cyclophosphamide 50 MG Oral Tablet,chemo,Drug,NDC
40168388,59572096110,romidepsin 10 MG Injection [Istodax],chemo,Drug,NDC
2746541,0DB38ZZ,"Excision of Lower Esophagus, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
1389889,187552675,bexarotene 75 MG Oral Capsule [Targretin],chemo,Drug,NDC
42628975,703301513,10 ML fluorouracil 50 MG/ML Injection [Adrucil],chemo,Drug,NDC
46275601,469149040,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
19022830,60505325508,letrozole 2.5 MG Oral Tablet,chemo,Drug,NDC
35603928,24059602,oxaliplatin 5 MG/ML Injectable Solution [Eloxatin],chemo,Drug,NDC
40243759,186153231,Doxorubicin 2 MG/ML Injectable Solution,chemo,Drug,NDC
2744637,0BBM7ZZ,"Excision of Bilateral Lungs, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
1344910,15323311,Carboplatin 10 MG/ML Injectable Solution [Paraplatin],chemo,Drug,NDC
46275601,469197010,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
19007268,J9120,"Injection, dactinomycin, 0.5 mg",chemo,Drug,HCPCS
19007234,76388063525,chlorambucil 2 MG Oral Tablet [Leukeran],chemo,Drug,NDC
19007332,33261075920,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
19007332,54855006,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
40066102,J8600,"Melphalan; oral, 2 mg",chemo,Drug,HCPCS
1389889,62856060210,bexarotene 75 MG Oral Capsule [Targretin],chemo,Drug,NDC
19007332,59911587401,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
2780486,0VT34ZZ,"Resection of Bilateral Seminal Vesicles, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2102639,17311,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s...",surgery,Procedure,CPT4
2211892,77761,Intracavitary radiation source application; simple,radiation,Procedure,CPT4
1378385,J9267,"Injection, paclitaxel, 1 mg",chemo,Drug,HCPCS
2753136,0DT30ZZ,"Resection of Lower Esophagus, Open Approach",surgery,Procedure,ICD10PCS
35604472,70121156701,bleomycin 15 UNT Injection,chemo,Drug,NDC
19129312,85131601,0.5 ML peginterferon alfa-2b 0.16 MG/ML Pen Injector [Pegintron],chemo,Drug,NDC
35604254,143970201,2 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
40224789,46089681,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
46275601,205532526,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
40224794,9005027,medroxyprogesterone acetate 10 MG Oral Tablet [Provera],chemo,Drug,NDC
19076077,63323012404,Daunorubicin 5 MG/ML Injectable Solution,chemo,Drug,NDC
2211893,77762,Intracavitary radiation source application; intermediate,radiation,Procedure,CPT4
40224789,55887047210,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
42628029,77767,"Remote afterloading high dose rate radionuclide skin surface brachytherapy, includes basic dosimetry, when performed; lesion diameter up to 2.0 cm or 1 channel",radiation,Procedure,CPT4
46275601,99205455626,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
46275601,205455626,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
1348265,38779255503,ANASTROZOLE 100% POWDER,chemo,Drug,NDC
35605198,66758004501,1 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
40930194,469228040,Dacarbazine 10 MG/ML Injectable Solution,chemo,Drug,NDC
19077215,13736673,Etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
2110382,6045F,"Radiation exposure or exposure time in final report for procedure using fluoroscopy, documented (RAD)",radiation,Observation,CPT4
46276412,6302902,pembrolizumab 50 MG Injection [Keytruda],chemo,Drug,NDC
35603172,25021023410,gemcitabine 200 MG Injection,chemo,Drug,NDC
40164969,15059645,Megestrol Acetate 40 MG Oral Tablet [Megace],chemo,Drug,NDC
40224806,9074635,1 ML medroxyprogesterone acetate 150 MG/ML Injection [Depo-Provera],chemo,Drug,NDC
19034808,78018003,Octreotide 0.05 MG/ML Injectable Solution [Sandostatin],chemo,Drug,NDC
1593011,364244852,Vincristine Sulfate 1 MG/ML Injectable Solution,chemo,Drug,NDC
905224,163060030,Methoxsalen 10 MG Oral Capsule,chemo,Drug,NDC
2102916,20660,"Application of cranial tongs, caliper, or stereotactic frame, including removal (separate procedure)",radiation,Procedure,CPT4
35603172,55390039110,gemcitabine 200 MG Injection,chemo,Drug,NDC
1377163,42291032101,hydroxyurea 500 MG Oral Capsule,chemo,Drug,NDC
40243759,702023610,Doxorubicin 2 MG/ML Injectable Solution,chemo,Drug,NDC
4262683,96912,Photochemotherapy; psoralens and ultraviolet A (PUVA),chemo,Procedure,CPT4
2753174,0DTC7ZZ,"Resection of Ileocecal Valve, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
19030418,15307220,Cisplatin 1 MG/ML Injectable Solution [Platinol],chemo,Drug,NDC
19026977,59572041000,lenalidomide 10 MG Oral Capsule [Revlimid],chemo,Drug,NDC
19007332,54455025,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
40243759,702023206,Doxorubicin 2 MG/ML Injectable Solution,chemo,Drug,NDC
1388801,703514591,leucovorin 350 MG Injection,chemo,Drug,NDC
2753145,0DT54ZZ,"Resection of Esophagus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2101968,11404,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 3.1 to 4.0 cm",surgery,Procedure,CPT4
1388801,703514501,leucovorin 350 MG Injection,chemo,Drug,NDC
40240464,6345939120,bendamustine 5 MG/ML Injectable Solution,chemo,Drug,NDC
19057780,69015401,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
46275987,C9214,"INJECTION, BEVACIZUMAB (Deprecated)",chemo,Drug,HCPCS
1305088,51285036801,methotrexate 10 MG Oral Tablet [Trexall],chemo,Drug,NDC
2740660,07T50ZZ,"Resection of Right Axillary Lymphatic, Open Approach",surgery,Procedure,ICD10PCS
2102072,11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm",surgery,Procedure,CPT4
2102072,11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm",radiation,Procedure,CPT4
40224805,247059101,Medroxyprogesterone 150 MG/ML Injectable Suspension [Depo-Provera],chemo,Drug,NDC
19079137,17088655801,Octreotide 0.05 MG/ML Injectable Solution [Sandostatin],chemo,Drug,NDC
40224789,59762374208,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19068335,85125901,temozolomide 100 MG Oral Capsule [Temodar],chemo,Drug,NDC
19007332,364249936,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
2211787,76950,Ultrasonic guidance for administration of radiation therapy (Deprecated),radiation,Procedure,CPT4
35605881,59762509301,100 ML Epirubicin Hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
36408146,641226241,Cyclophosphamide 20 MG/ML Injectable Solution,chemo,Drug,NDC
46275963,3232711,10 ML ipilimumab 5 MG/ML Injection [Yervoy],chemo,Drug,NDC
2750319,0H5T0ZZ,"Destruction of Right Breast, Open Approach",surgery,Procedure,ICD10PCS
2750333,0H5VXZZ,"Destruction of Bilateral Breast, External Approach (Deprecated)",surgery,Procedure,ICD10PCS
1378385,45963061359,paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
40224790,86004910,Medroxyprogesterone 10 MG Oral Tablet [Amen],chemo,Drug,NDC
42628908,703415591,Idarubicin Hydrochloride 1 MG/ML Injectable Solution,chemo,Drug,NDC
40224789,247017810,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
40224789,247017850,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19023530,64980027712,capecitabine 500 MG Oral Tablet,chemo,Drug,NDC
42732725,96414,"Chemotherapy administration, intravenous; infusion technique, initiation of prolonged infusion (more than 8 hours), requiring the use of a portable or implantable pump (Deprecated)",chemo,Procedure,CPT4
2211831,77261,Therapeutic radiology treatment planning; simple,radiation,Procedure,CPT4
36249854,C9259,"Injection, pralatrexate, 1 mg (Deprecated)",chemo,Drug,HCPCS
1344910,15323011,Carboplatin 10 MG/ML Injectable Solution [Paraplatin],chemo,Drug,NDC
40224789,55289016007,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
46275601,51309021030,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
19082374,54032206,temozolomide 100 MG Oral Capsule,chemo,Drug,NDC
40224794,54868029002,medroxyprogesterone acetate 10 MG Oral Tablet [Provera],chemo,Drug,NDC
19125745,47335092980,temozolomide 140 MG Oral Capsule,chemo,Drug,NDC
19082374,50268076212,temozolomide 100 MG Oral Capsule,chemo,Drug,NDC
35605506,55390025201,mitomycin 20 MG Injection,chemo,Drug,NDC
2615974,C2639  ,"Brachytherapy source, non-stranded, iodine-125, per source",radiation,Device,HCPCS
2616463,C9726,"Placement and removal (if performed) of applicator into breast for intraoperative radiation therapy, add-on to primary breast procedure",radiation,Procedure,HCPCS
2110551,61798,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); 1 complex cranial lesion",radiation,Procedure,CPT4
40173296,78034161,Octreotide 20 MG Injection [Sandostatin],chemo,Drug,NDC
40224789,54868010902,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
46275601,205533798,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
40243759,53905023610,Doxorubicin 2 MG/ML Injectable Solution,chemo,Drug,NDC
2744242,0BT64ZZ,"Resection of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2747050,0DBG0ZZ,"Excision of Left Large Intestine, Open Approach",surgery,Procedure,ICD10PCS
19022830,179165770,letrozole 2.5 MG Oral Tablet [Femara],chemo,Drug,NDC
19022830,51991075910,letrozole 2.5 MG Oral Tablet,chemo,Drug,NDC
40224789,839661009,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1337644,54868526007,capecitabine 500 MG Oral Tablet [Xeloda],chemo,Drug,NDC
46275604,54868471600,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
2742062,0B5K7ZZ,"Destruction of Right Lung, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
40173224,338130501,mesna 100 MG/ML Injectable Solution [Mesnex],chemo,Drug,NDC
1388799,81063213,Leucovorin 25 MG Oral Tablet,chemo,Drug,NDC
19076077,703523313,4 ML daunorubicin 5 MG/ML Injection,chemo,Drug,NDC
35604287,S0168,INJ AZACITIDINE 100MG (Deprecated),chemo,Drug,HCPCS
46275601,67457022140,40 ML methotrexate 25 MG/ML Injection,chemo,Drug,NDC
19079138,25021045201,1 ML octreotide 0.1 MG/ML Injection,chemo,Drug,NDC
35605879,C1167,"Injection, epirubicin hydrochloride, 2 mg (Deprecated)",chemo,Drug,HCPCS
19079716,54868414205,temozolomide 20 MG Oral Capsule [Temodar],chemo,Drug,NDC
42629345,69403001,5 ML doxorubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
40224789,47202233004,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
46275601,66479013509,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
1378389,68817013450,paclitaxel 100 MG Injection [Abraxane],chemo,Drug,NDC
42629345,69400405,5 ML doxorubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
42737509,61795,"Stereotactic computer assisted volumetric (navigational) procedure, intracranial, extracranial, or spinal (List separately in addition to code for primary procedure) (Deprecated)",radiation,Procedure,CPT4
442019,Y84.2,"Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",radiation,Condition,ICD10CM
19022830,51991075933,letrozole 2.5 MG Oral Tablet,chemo,Drug,NDC
19057780,69015302,cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
35605122,409018225,52.6 ML gemcitabine 38 MG/ML Injection,chemo,Drug,NDC
19007390,J9268,"Injection, pentostatin, 10 mg",chemo,Drug,HCPCS
40240022,47335028541,docetaxel 25 MG/ML Injectable Solution [Docefrez],chemo,Drug,NDC
40224789,302395048,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
40224789,54348080514,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
961269,58016065760,Ranitidine 150 MG Oral Tablet [Zantac 150],chemo,Drug,NDC
46275602,13226691,Methotrexate 25 MG/ML Injectable Solution [Folex PFS],chemo,Drug,NDC
19023530,179156770,capecitabine 500 MG Oral Tablet [Xeloda],chemo,Drug,NDC
40224832,9062602,Medroxyprogesterone 17-Acetate 400 MG/ML Injectable Suspension [Depo-Provera],chemo,Drug,NDC
19007332,58118001401,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
2753698,0F1G0ZB,"Bypass Pancreas to Small Intestine, Open Approach",surgery,Procedure,ICD10PCS
2211870,77416,"Radiation treatment delivery, 3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; 20 MeV or greater (Deprecated)",radiation,Procedure,CPT4
40224789,677080303,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1380130,85119101,Interferon Alfa-2b 10000000 UNT/ML Injectable Solution [Intron A],chemo,Drug,NDC
35606516,10019094501,cyclophosphamide 2000 MG Injection,chemo,Drug,NDC
35604259,23155017932,5 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
1337644,54868526009,capecitabine 500 MG Oral Tablet [Xeloda],chemo,Drug,NDC
19007332,781107636,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
2109775,52235,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; MEDIUM bladder tumor(s) (2.0 to 5.0 cm)",surgery,Procedure,CPT4
2109775,52235,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; MEDIUM bladder tumor(s) (2.0 to 5.0 cm)",radiation,Procedure,CPT4
4181511,C8955,CHEMOTHERAPY ADMINISTRATION HOUR (LIST SEPARATELY IN ADDITION TO C8954) (Deprecated),chemo,Procedure,HCPCS
19035209,15345699,Paclitaxel 6 MG/ML Injectable Solution [Taxol],chemo,Drug,NDC
46275603,55390003410,10 ML Methotrexate 25 MG/ML Injection,chemo,Drug,NDC
40164965,S0179,"Megestrol acetate, oral, 20 mg",chemo,Drug,HCPCS
2753140,0DT40ZZ,"Resection of Esophagogastric Junction, Open Approach",surgery,Procedure,ICD10PCS
2753173,0DTC4ZZ,"Resection of Ileocecal Valve, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
1300007,81088025,Thioguanine 40 MG Oral Tablet,chemo,Drug,NDC
19007550,J9015,"Injection, aldesleukin, per single use vial",chemo,Drug,HCPCS
19007233,15301218,Carmustine 33.3 MG/ML Injectable Solution [BiCNU],chemo,Drug,NDC
35605202,55390007001,5 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
46275610,69018101,8 ML Methotrexate 25 MG/ML Injection,chemo,Drug,NDC
1388800,51432025130,Leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
19007332,54855007,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
1388800,58406062462,Leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
40224789,55289016050,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
1378385,44567050601,paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
792631,61703035009,methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
42629347,53150031410,10 ML Doxorubicin Hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
19077215,68001026527,etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
43532302,78068266,dabrafenib 50 MG Oral Capsule [Tafinlar],chemo,Drug,NDC
19079716,51862008451,temozolomide 20 MG Oral Capsule,chemo,Drug,NDC
2748948,0D15879,"Bypass Esophagus to Duodenum with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
1301292,45963068602,melphalan 50 MG Injection,chemo,Drug,NDC
1377163,440761320,hydroxyurea 500 MG Oral Capsule,chemo,Drug,NDC
2753144,0DT50ZZ,"Resection of Esophagus, Open Approach",surgery,Procedure,ICD10PCS
19007332,182153901,Methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
1336628,69098038,sunitinib 50 MG Oral Capsule [Sutent],chemo,Drug,NDC
42629347,69303120,10 ML doxorubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
1389889,64365050201,bexarotene 75 MG Oral Capsule [Targretin],chemo,Drug,NDC
