Category,ExplodedSiteRange,WHOCode,Rollup,Rollup2,SiteRange,HistologyExplode
Lip,0,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,1,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,2,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,3,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,4,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,5,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,6,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,7,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,8,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Lip,9,20010,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,19,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,20,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,21,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,22,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,23,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,24,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,25,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,26,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,27,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,28,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tongue,29,20020,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,79,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,80,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,81,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,82,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,83,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,84,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,85,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,86,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,87,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,88,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Salivary Gland,89,20030,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,40,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,41,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,42,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,43,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,44,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,45,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,46,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,47,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,48,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Floor of Mouth,49,20040,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,30,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,31,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,32,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,33,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,34,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,35,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,36,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,37,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,38,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,39,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,50,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,51,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,52,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,53,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,54,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,55,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,56,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,57,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,58,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,59,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,60,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,61,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,62,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,63,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,64,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,65,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,66,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,67,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,68,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Gum and Other Mouth,69,20050,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,110,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,111,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,112,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,113,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,114,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,115,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,116,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,117,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,118,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Nasopharynx,119,20060,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,90,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,91,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,92,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,93,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,94,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,95,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,96,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,97,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,98,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Tonsil,99,20070,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,100,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,101,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,102,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,103,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,104,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,105,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,106,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,107,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,108,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Oropharynx,109,20080,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,129,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,130,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,131,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,132,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,133,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,134,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,135,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,136,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,137,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,138,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Hypopharynx,139,20090,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Other Oral Cavity and Pharynx,140,20100,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Other Oral Cavity and Pharynx,142,20100,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Other Oral Cavity and Pharynx,148,20100,Oral cavity and pharynx,Oral cavity and pharynx,null,null
Esophagus,150,21010,Digestive system,Digestive system,null,null
Esophagus,151,21010,Digestive system,Digestive system,null,null
Esophagus,152,21010,Digestive system,Digestive system,null,null
Esophagus,153,21010,Digestive system,Digestive system,null,null
Esophagus,154,21010,Digestive system,Digestive system,null,null
Esophagus,155,21010,Digestive system,Digestive system,null,null
Esophagus,156,21010,Digestive system,Digestive system,null,null
Esophagus,157,21010,Digestive system,Digestive system,null,null
Esophagus,158,21010,Digestive system,Digestive system,null,null
Esophagus,159,21010,Digestive system,Digestive system,null,null
Stomach,160,21020,Digestive system,Digestive system,null,null
Stomach,161,21020,Digestive system,Digestive system,null,null
Stomach,162,21020,Digestive system,Digestive system,null,null
Stomach,163,21020,Digestive system,Digestive system,null,null
Stomach,164,21020,Digestive system,Digestive system,null,null
Stomach,165,21020,Digestive system,Digestive system,null,null
Stomach,166,21020,Digestive system,Digestive system,null,null
Stomach,167,21020,Digestive system,Digestive system,null,null
Stomach,168,21020,Digestive system,Digestive system,null,null
Stomach,169,21020,Digestive system,Digestive system,null,null
Small Intestine,170,21030,Digestive system,Digestive system,null,null
Small Intestine,171,21030,Digestive system,Digestive system,null,null
Small Intestine,172,21030,Digestive system,Digestive system,null,null
Small Intestine,173,21030,Digestive system,Digestive system,null,null
Small Intestine,174,21030,Digestive system,Digestive system,null,null
Small Intestine,175,21030,Digestive system,Digestive system,null,null
Small Intestine,176,21030,Digestive system,Digestive system,null,null
Small Intestine,177,21030,Digestive system,Digestive system,null,null
Small Intestine,178,21030,Digestive system,Digestive system,null,null
Small Intestine,179,21030,Digestive system,Digestive system,null,null
Cecum,180,21041,Colon excluding rectum,Colon and rectum,null,null
Appendix,181,21042,Colon excluding rectum,Colon and rectum,null,null
Ascending Colon,182,21043,Colon excluding rectum,Colon and rectum,null,null
Hepatic Flexure,183,21044,Colon excluding rectum,Colon and rectum,null,null
Transverse Colon,184,21045,Colon excluding rectum,Colon and rectum,null,null
Splenic Flexure,185,21046,Colon excluding rectum,Colon and rectum,null,null
Descending Colon,186,21047,Colon excluding rectum,Colon and rectum,null,null
Sigmoid Colon,187,21048,Colon excluding rectum,Colon and rectum,null,null
"Large Intestine, NOS",188,21049,Colon excluding rectum,Colon and rectum,null,null
"Large Intestine, NOS",189,21049,Colon excluding rectum,Colon and rectum,null,null
"Large Intestine, NOS",260,21049,Colon excluding rectum,Colon and rectum,null,null
Rectosigmoid Junction,199,21051,Rectum and Rectosigmoid Junction,Colon and rectum,null,null
Rectum,209,21052,Rectum and Rectosigmoid Junction,Colon and rectum,null,null
"Anus, Anal Canal and Anorectum",210,21060,Rectum and Rectosigmoid Junction,Colon and rectum,null,null
"Anus, Anal Canal and Anorectum",211,21060,Rectum and Rectosigmoid Junction,Colon and rectum,null,null
"Anus, Anal Canal and Anorectum",212,21060,Rectum and Rectosigmoid Junction,Colon and rectum,null,null
"Anus, Anal Canal and Anorectum",218,21060,Rectum and Rectosigmoid Junction,Colon and rectum,null,null
Liver,220,21071,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Intrahepatic Bile Duct,221,21072,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Gallbladder,239,21080,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,240,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,241,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,242,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,243,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,244,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,245,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,246,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,247,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,248,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Biliary,249,21090,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,250,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,251,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,252,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,253,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,254,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,255,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,256,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,257,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,258,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Pancreas,259,21100,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Retroperitoneum,480,21110,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
"Peritoneum, Omentum and Mesentery",481,21120,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
"Peritoneum, Omentum and Mesentery",482,21120,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Digestive Organs,268,21130,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
Other Digestive Organs,269,21130,Liver and Intrahepatic Bile Duct,Colon and rectum,null,null
